date,district_raw,district_key,in_district_list,in_revenue_circle
2026-07-21,Nagaon,nagaon,True,True
2026-07-21,Charaideo,charaideo,True,True
2026-07-21,Kamrup (M),kamrupm,True,True
2026-07-21,Jorhat,jorhat,True,True
2026-07-21,Tinsukia,tinsukia,True,True
2026-07-21,Karbi Anglong,karbianglong,True,True
2026-07-21,Lakhimpur,lakhimpur,True,True
2026-07-21,Sivasagar,sivasagar,True,True
2026-07-22,Karbi Anglong,karbianglong,True,True
2026-07-22,Golaghat,golaghat,True,True
2026-07-22,Charaideo,charaideo,True,True
2026-07-22,Kamrup,kamrup,True,True
2026-07-22,Sivasagar,sivasagar,True,True
2026-07-22,Jorhat,jorhat,True,True
2026-07-22,Dibrugarh,dibrugarh,True,True
2026-07-22,Nagaon,nagaon,True,True
2026-07-22,Dhemaji,dhemaji,True,True
2026-07-22,Hojai,hojai,True,True
2026-07-22,Kamrup (M),kamrupm,True,True
2026-07-23,Golaghat,golaghat,True,True
2026-07-23,Hojai,hojai,True,False
2026-07-23,Kamrup,kamrup,True,True
2026-07-23,Charaideo,charaideo,True,True
2026-07-23,Jorhat,jorhat,True,True
2026-07-23,Dibrugarh,dibrugarh,True,True
2026-07-23,Sivasagar,sivasagar,True,True
2026-07-23,Nagaon,nagaon,True,True
2026-07-23,Kamrup (M),kamrupm,True,True
2026-07-23,Karbi Anglong,karbianglong,True,True
2026-07-23,Tinsukia,tinsukia,True,True
2026-07-24,Golaghat,golaghat,True,True
2026-07-24,Charaideo,charaideo,True,True
2026-07-24,Dibrugarh,dibrugarh,True,True
2026-07-24,Hojai,hojai,True,True
2026-07-24,Nagaon,nagaon,True,True
2026-07-24,Biswanath,biswanath,True,True
2026-07-24,Jorhat,jorhat,True,True
2026-07-24,Dhemaji,dhemaji,True,True
2026-07-24,Sivasagar,sivasagar,True,True
2026-07-24,Sonitpur,sonitpur,True,True
2026-07-24,Kamrup (M),kamrupm,True,True
2026-07-24,Karbi Anglong,karbianglong,True,True
2026-07-25,Golaghat,golaghat,True,True
2026-07-25,Charaideo,charaideo,True,True
2026-07-25,Kamrup,kamrup,True,True
2026-07-25,Hojai,hojai,True,True
2026-07-25,Dibrugarh,dibrugarh,True,True
2026-07-25,Sivasagar,sivasagar,True,True
2026-07-25,Jorhat,jorhat,True,True
2026-07-25,Sonitpur,sonitpur,True,True
2026-07-25,Kamrup (M),kamrupm,True,True
2026-07-25,Nagaon,nagaon,True,True
2026-07-26,Charaideo,charaideo,True,True
2026-07-26,Golaghat,golaghat,True,True
2026-07-26,Jorhat,jorhat,True,True
2026-07-26,Sivasagar,sivasagar,True,True
2026-07-26,Hojai,hojai,True,True
2026-07-26,Kamrup,kamrup,True,True
2026-07-26,Nagaon,nagaon,True,True
2026-07-26,Kamrup (M),kamrupm,True,True
2026-07-26,Dibrugarh,dibrugarh,True,True
2026-07-27,Sivasagar,sivasagar,True,True
2026-07-27,Golaghat,golaghat,True,True
2026-07-27,Charaideo,charaideo,True,True
2026-07-27,Jorhat,jorhat,True,True
2026-07-27,Nagaon,nagaon,True,True
2026-07-27,Kamrup (M),kamrupm,True,True
2026-07-28,Sivasagar,sivasagar,True,True
2026-07-28,Charaideo,charaideo,True,True
2026-07-28,Golaghat,golaghat,True,True
2026-07-28,Jorhat,jorhat,True,True
2026-07-28,Nagaon,nagaon,True,True
2026-07-28,Sonitpur,sonitpur,True,True
2026-07-28,Kamrup (M),kamrupm,True,True
2026-07-29,Charaideo,charaideo,True,True
2026-07-29,Golaghat,golaghat,True,True
2026-07-29,Sivasagar,sivasagar,True,True
2026-07-29,Nagaon,nagaon,True,True
2026-07-29,Biswanath,biswanath,True,True
2026-07-29,Jorhat,jorhat,True,True
2026-07-29,Kamrup (M),kamrupm,True,True
2026-07-30,Golaghat,golaghat,True,True
2026-07-30,Sivasagar,sivasagar,True,True
2026-07-30,Biswanath,biswanath,True,True
2026-07-30,Charaideo,charaideo,True,True
2026-07-30,Kamrup (M),kamrupm,True,True
2026-07-30,Jorhat,jorhat,True,True
2026-07-30,Dhemaji,dhemaji,True,True
2026-07-30,Nagaon,nagaon,True,True
2026-07-31,Sivasagar,sivasagar,True,True
2026-07-31,Golaghat,golaghat,True,True
2026-07-31,Jorhat,jorhat,True,True
2026-07-31,Nagaon,nagaon,True,True
2026-07-31,Charaideo,charaideo,True,True
2026-08-01,Golaghat,golaghat,True,True
2026-08-01,Sivasagar,sivasagar,True,True
2026-08-01,Charaideo,charaideo,True,True
2026-08-01,Bajali,bajali,True,True
2026-08-01,Dhemaji,dhemaji,True,True
2026-08-01,Sonitpur,sonitpur,True,True
2026-08-01,Jorhat,jorhat,True,True
2026-08-02,Golaghat,golaghat,True,True
2026-08-02,Jorhat,jorhat,True,True
2026-08-02,Sivasagar,sivasagar,True,True
2026-08-02,Charaideo,charaideo,True,True
2026-08-02,Dhemaji,dhemaji,True,True
2026-08-03,Charaideo,charaideo,True,True
2026-08-03,Sivasagar,sivasagar,True,True
2026-08-03,Dhemaji,dhemaji,True,True
2026-08-03,Golaghat,golaghat,True,True
2026-08-03,Biswanath,biswanath,True,True
2026-08-03,Jorhat,jorhat,True,True
2026-08-03,Lakhimpur,lakhimpur,True,True
2026-08-04,Sivasagar,sivasagar,True,True
2026-08-04,Dhemaji,dhemaji,True,True
2026-08-04,Golaghat,golaghat,True,True
2026-08-04,Dibrugarh,dibrugarh,True,True
2026-08-04,Charaideo,charaideo,True,True
2026-08-04,Kamrup (M),kamrupm,True,True
2026-08-04,Biswanath,biswanath,True,True
2026-08-04,Lakhimpur,lakhimpur,True,True
2026-08-04,Jorhat,jorhat,True,True
2026-08-04,Nagaon,nagaon,True,True
2026-08-05,Golaghat,golaghat,True,True
2026-08-05,Lakhimpur,lakhimpur,True,True
2026-08-05,Charaideo,charaideo,True,True
2026-08-05,Sivasagar,sivasagar,True,True
2026-08-05,Biswanath,biswanath,True,True
2026-08-05,Dhemaji,dhemaji,True,True
2026-08-05,Kamrup (M),kamrupm,True,True
2026-08-05,Jorhat,jorhat,True,True
2026-08-05,Sonitpur,sonitpur,True,True
2026-08-05,Tinsukia,tinsukia,True,True
2026-08-05,Nagaon,nagaon,True,True
2026-08-05,Darrang,darrang,True,True
2026-08-05,Karbi Anglong,karbianglong,True,True
2026-08-05,Udalguri,udalguri,True,True
2026-08-06,Golaghat,golaghat,True,True
2026-08-06,Sivasagar,sivasagar,True,True
2026-08-06,Udalguri,udalguri,True,True
2026-08-06,Kamrup (M),kamrupm,True,True
2026-08-06,Nagaon,nagaon,True,True
2026-08-06,Kamrup,kamrup,True,True
2026-08-06,Darrang,darrang,True,True
2026-08-06,Sonitpur,sonitpur,True,True
2026-08-06,Hojai,hojai,True,True
2026-08-06,Lakhimpur,lakhimpur,True,True
2026-08-06,Biswanath,biswanath,True,True
2026-08-06,Jorhat,jorhat,True,True
2026-08-06,Charaideo,charaideo,True,True
2026-08-06,Karbi Anglong,karbianglong,True,True
2026-08-06,Dhemaji,dhemaji,True,True
2026-08-07,Sivasagar,sivasagar,True,True
2026-08-07,Golaghat,golaghat,True,True
2026-08-07,Nagaon,nagaon,True,True
2026-08-07,Hojai,hojai,True,True
2026-08-07,Sonitpur,sonitpur,True,True
2026-08-07,Dhemaji,dhemaji,True,True
2026-08-07,Darrang,darrang,True,True
2026-08-07,Biswanath,biswanath,True,True
2026-08-07,Kamrup (M),kamrupm,True,True
2026-08-07,Lakhimpur,lakhimpur,True,True
2026-08-07,Udalguri,udalguri,True,True
2026-08-07,Jorhat,jorhat,True,True
2026-08-07,Charaideo,charaideo,True,True
2026-08-08,Sonitpur,sonitpur,True,True
2026-08-08,Nagaon,nagaon,True,True
2026-08-08,Golaghat,golaghat,True,True
2026-08-08,Sivasagar,sivasagar,True,True
2026-08-08,Hojai,hojai,True,True
2026-08-08,Darrang,darrang,True,True
2026-08-08,Jorhat,jorhat,True,True
2026-08-08,Dhemaji,dhemaji,True,True
2026-08-08,Charaideo,charaideo,True,True
2026-08-08,Karbi Anglong,karbianglong,True,True
2026-08-08,Lakhimpur,lakhimpur,True,True
2026-08-08,Biswanath,biswanath,True,True
2026-08-09,Golaghat,golaghat,True,True
2026-08-09,Sivasagar,sivasagar,True,True
2026-08-09,Hojai,hojai,True,True
2026-08-09,Darrang,darrang,True,True
2026-08-09,Lakhimpur,lakhimpur,True,True
2026-08-09,Jorhat,jorhat,True,True
2026-08-09,Karbi Anglong,karbianglong,True,True
2026-08-09,Charaideo,charaideo,True,True
2026-08-09,Nagaon,nagaon,True,True
2026-08-09,Biswanath,biswanath,True,True
2026-08-10,Nagaon,nagaon,True,True
2026-08-10,Golaghat,golaghat,True,True
2026-08-10,Sivasagar,sivasagar,True,True
2026-08-10,Hojai,hojai,True,True
2026-08-10,Darrang,darrang,True,True
2026-08-10,Karbi Anglong,karbianglong,True,True
2026-08-10,Lakhimpur,lakhimpur,True,True
2026-08-10,Cachar,cachar,True,True
2026-08-10,Charaideo,charaideo,True,True
2026-08-10,Jorhat,jorhat,True,True
2026-08-11,Golaghat,golaghat,True,True
2026-08-11,Sivasagar,sivasagar,True,True
2026-08-11,Hojai,hojai,True,True
2026-08-11,Jorhat,jorhat,True,True
2026-08-11,Darrang,darrang,True,True
2026-08-11,Lakhimpur,lakhimpur,True,True
2026-08-11,Nagaon,nagaon,True,True
2026-08-12,Golaghat,golaghat,True,True
2026-08-12,Hojai,hojai,True,True
2026-08-12,Sivasagar,sivasagar,True,True
2026-08-12,Darrang,darrang,True,True
2026-08-12,Nagaon,nagaon,True,True
2026-08-12,Jorhat,jorhat,True,True
2026-08-12,Karbi Anglong,karbianglong,True,True
2026-08-13,Golaghat,golaghat,True,True
2026-08-13,Sivasagar,sivasagar,True,True
2026-08-13,Nagaon,nagaon,True,True
2026-08-13,Hojai,hojai,True,True
2026-08-13,Jorhat,jorhat,True,True
2026-08-13,Darrang,darrang,True,True
2026-08-13,Lakhimpur,lakhimpur,True,True
